Nev,PartnerId,CimId,IsSzekhely,IsSzamlazasiCim,IsSzallitasiCim,Bankszamlaszam,KulsoId,IsIrasvedett,IsFizetesHitelSzamla,Id,FId,Dt,EFId,EDt,Verzio,D,Partner.Nev,Partner.RovidNev,Partner.Kod,Partner.KAdoalanyTipus,Partner.Adoszam,Partner.Cegjegyzekszam,Partner.FelirAzonosito,Partner.IsVevo,Partner.IsSzallito,Partner.IsKulfoldi,Partner.IsEUTag,Partner.AlapertelmezettFizetesiModId,Partner.IsTiltva,Partner.KulsoId,Partner.KulsoEDt,Partner.IsIrasvedett,Partner.ListPartnerCsoportId,Partner.KAdoalanyTipusNev,Partner.Id,Partner.FId,Partner.Dt,Partner.EFId,Partner.EDt,Partner.Verzio,Partner.D,Partner.Megjegyzes,Cim.TelepulesId,Cim.KozteruletNev,Cim.KozteruletJellegId,Cim.Hazszam,Cim.Epulet,Cim.Lepcsohaz,Cim.Szint,Cim.Ajto,Cim.Hrsz,Cim.D,Cim.Telepules.Iranyitoszam,Cim.Telepules.Nev,Cim.Telepules.OrszagId,Cim.Telepules.Id,Cim.Telepules.FId,Cim.Telepules.Dt,Cim.Telepules.EFId,Cim.Telepules.EDt,Cim.Telepules.Verzio,Cim.Telepules.D,Cim.KozteruletJelleg.Nev,Cim.KozteruletJelleg.MegjelenitesiSorrend,Cim.KozteruletJelleg.Id,Cim.KozteruletJelleg.FId,Cim.KozteruletJelleg.Dt,Cim.KozteruletJelleg.EFId,Cim.KozteruletJelleg.EDt,Cim.KozteruletJelleg.Verzio,Cim.KozteruletJelleg.D,Cim.FormazottCim,Cim.Id,Cim.FId,Cim.Dt,Cim.Verzio,KulsoEDt,Megjegyzes,KapcsolattartoNev,KapcsolattartoTelefonszam,KapcsolattartoEmail,KapcsolattartoFax,JovedekiEngedelyszam,MukodesiEngedelyszam,Partner.AlapertelmezettFizetesiHataridoId,Partner.EgyeniVallalkozoNyilvantartasiSzam
Győrfi Mártonné,1621214,1586578,True,True,True,,,False,False,1621229,1020148,2022-10-19T06:57:51,1020148,2022-10-19T06:57:51,1876644,0,Győrfi Mártonné,Győrfi Mártonné,1000294,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621214,1020148,2022-10-19T06:57:19,1020148,2022-10-19T06:57:19,1876629,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kovács Zita,1621270,1586578,True,True,True,,,False,False,1621282,1020148,2022-10-19T06:58:56,1020148,2022-10-19T06:58:56,1876730,0,Kovács Zita,Kovács Zita,1000295,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621270,1020148,2022-10-19T06:58:26,1020148,2022-10-19T06:58:26,1876716,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Muzs Tibor,1621300,1586578,True,True,True,,,False,False,1621314,1020148,2022-10-19T06:59:58,1020148,2022-10-19T06:59:58,1876763,0,Muzs Tibor,Muzs Tibor,1000296,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621300,1020148,2022-10-19T06:59:28,1020148,2022-10-19T06:59:28,1876748,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Szenczi József,1621318,1586578,True,True,True,,,False,False,1621356,1020148,2022-10-19T07:01:11,1020148,2022-10-19T07:01:11,1876824,0,Szenczi józsef,Szenczi József,1000297,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621318,1020148,2022-10-19T07:00:36,1020148,2022-10-19T07:00:36,1876768,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Rozs Ferencné,1621383,1586578,True,True,True,,,False,False,1621384,1020148,2022-10-19T07:04:15,1020148,2022-10-19T07:04:15,1876862,0,Rozs Ferencné,Rozs Ferencné,1000298,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621383,1020148,2022-10-19T07:03:33,1020148,2022-10-19T07:03:33,1876860,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Zsákovics Brigitta,1621385,1586578,True,True,True,,,False,False,1621386,1020148,2022-10-19T07:05:29,1020148,2022-10-19T07:05:29,1876866,0,Zsákovics Brigitta,Zsákovics Brigitta,1000299,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621385,1020148,2022-10-19T07:04:57,1020148,2022-10-19T07:04:57,1876864,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Veszprémi László,1621440,1586578,True,True,True,,,False,False,1621441,1020148,2022-10-19T07:06:40,1020148,2022-10-19T07:06:40,1876938,0,Veszprémi László,Veszprémi László,1000300,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621440,1020148,2022-10-19T07:06:07,1020148,2022-10-19T07:06:07,1876936,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kuti Ibolya,1621442,1586578,True,True,True,,,False,False,1621443,1020148,2022-10-19T07:07:42,1020148,2022-10-19T07:07:42,1876941,0,Kuti Ibolya,Kuti Ibolya,1000301,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1621442,1020148,2022-10-19T07:07:09,1020148,2022-10-19T07:07:09,1876940,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kecskés Julianna,1621444,1586578,True,True,True,,,False,False,1621445,1020148,2022-10-19T07:08:47,1020148,2022-10-19T07:08:47,1876944,0,Kecskés Julianna,Kecskés Julianna,1000302,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621444,1020148,2022-10-19T07:08:18,1020148,2022-10-19T07:08:18,1876943,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Futó Violetta,1621446,1586578,True,True,True,,,False,False,1621447,1020148,2022-10-19T07:10:04,1020148,2022-10-19T07:10:04,1876949,0,Futó Violetta,Futó Violetta,1000303,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621446,1020148,2022-10-19T07:09:19,1020148,2022-10-19T07:09:19,1876947,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Zsigovics Zsuzsanna,1621448,1586578,True,True,True,,,False,False,1621449,1020148,2022-10-19T07:11:18,1020148,2022-10-19T07:11:18,1876953,0,Zsigovics Zsuzsanna,Zsigovics Zsuzsanna,1000304,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621448,1020148,2022-10-19T07:10:40,1020148,2022-10-19T07:10:40,1876951,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Smohai Judit,1621450,1586578,True,True,True,,,False,False,1621463,1020148,2022-10-19T07:12:20,1020148,2022-10-19T07:12:20,1876968,0,Smohai Judit,Smohai Judit,1000305,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621450,1020148,2022-10-19T07:11:49,1020148,2022-10-19T07:11:49,1876955,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Póczik Péter,1621492,1586578,True,True,True,,,False,False,1621504,1020148,2022-10-19T07:13:25,1020148,2022-10-19T07:13:25,1877026,0,Póczik Péter,Póczik Péter,1000306,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621492,1020148,2022-10-19T07:12:55,1020148,2022-10-19T07:12:55,1877014,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Farkas Laura,1621529,1586578,True,True,True,,,False,False,1621540,1020148,2022-10-19T07:14:20,1020148,2022-10-19T07:14:20,1877063,0,Farkas Laura,Farkas Laura,1000307,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621529,1020148,2022-10-19T07:13:51,1020148,2022-10-19T07:13:51,1877052,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Burcsák Gizella,1621575,1586578,True,True,True,,,False,False,1621586,1020148,2022-10-19T07:15:34,1020148,2022-10-19T07:15:34,1877133,0,Burcsák Gizella,Burcsák Gizella,1000308,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621575,1020148,2022-10-19T07:15:06,1020148,2022-10-19T07:15:06,1877117,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Makai Jánosné,1621623,1586578,True,True,True,,,False,False,1621624,1020148,2022-10-19T07:16:31,1020148,2022-10-19T07:16:31,1877176,0,Makai Jánosné,Makai Jánosné,1000309,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621623,1020148,2022-10-19T07:16:01,1020148,2022-10-19T07:16:01,1877174,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Varga Sándor,1621635,1586578,True,True,True,,,False,False,1621646,1020148,2022-10-19T07:17:36,1020148,2022-10-19T07:17:36,1877226,0,Varga Sándor,Varga Sándor,1000310,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621635,1020148,2022-10-19T07:17:04,1020148,2022-10-19T07:17:04,1877214,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Kasza Kitti,1621682,1586578,True,True,True,,,False,False,1621683,1020148,2022-10-19T07:18:26,1020148,2022-10-19T07:18:26,1877265,0,Kasza Kitti,Kasza Kitti,1000311,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621682,1020148,2022-10-19T07:17:59,1020148,2022-10-19T07:17:59,1877264,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Váradi Mária,1621743,1586578,True,True,True,,,False,False,1621747,1020148,2022-10-19T07:19:27,1020148,2022-10-19T07:19:27,1877355,0,Váradi Mária,Váradi Mária,1000312,2,,,,True,False,False,False,1005834.0,False,,,False,[],Magánszemély,1621743,1020148,2022-10-19T07:18:59,1020148,2022-10-19T07:18:59,1877337,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,1005839.0,
Kirilla Tamás,1621767,1586578,True,True,True,,,False,False,1621768,1020148,2022-10-19T07:20:29,1020148,2022-10-19T07:20:29,1877378,0,Kirilla Tamás,Kirilla Tamás,1000313,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621767,1020148,2022-10-19T07:20:01,1020148,2022-10-19T07:20:01,1877376,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Várudvari Viktória,1621769,1586578,True,True,True,,,False,False,1621770,1020148,2022-10-19T07:21:35,1020148,2022-10-19T07:21:35,1877381,0,Várudvari Viktória,Várudvari V,1000314,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1621769,1020148,2022-10-19T07:21:02,1020148,2022-10-19T07:21:02,1877379,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Vörösvár Kft.,1773589,1775641,False,False,False,11794008-20501936,1006549,False,False,1775642,1019477,2022-11-08T10:26:02,1019477,2025-04-01T13:26:32.286226,36374352,0,Vörösvár Kft.,Vörösvár Kft.,1000315,0,12097672-2-44,01-09-465506,AA0510376,False,True,False,False,1005833.0,False,1326439,2021-09-06T13:21:04.101191,False,[],Cég,1773589,1019477,2022-11-08T10:02:53,1019477,2025-03-14T15:11:18.816512,35721254,0,S00778,1001453,Miklós,1005743,8,,,,,,0,1033,Budapest,1001210,1001453,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002251,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1033 Budapest, Miklós utca 8",1775641,1019477,2022-11-08T10:26:02,33451993,,,Mózsik Attila,1 367 1818,attila.mozsik@cba-vorosvar.hu,1 367 1854,,,,
Vörösvár Kft.,1773589,1775643,False,False,False,11794008-20501936,1001015,False,False,1775644,1019477,2022-11-08T10:26:03,1019477,2024-06-12T07:00:26.048233,35721255,0,Vörösvár Kft.,Vörösvár Kft.,1000315,0,12097672-2-44,01-09-465506,AA0510376,False,True,False,False,1005833.0,False,1326439,2021-09-06T13:21:04.101191,False,[],Cég,1773589,1019477,2022-11-08T10:02:53,1019477,2025-03-14T15:11:18.816512,35721254,0,S00778,1001453,Miklós  ,1005743,8,,,,,,0,1033,Budapest,1001210,1001453,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002251,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"1033 Budapest, Miklós   utca 8",1775643,1019477,2022-11-08T10:26:03,33451994,,,Mózsik Attila,1 367 1818,attila.mozsik@cba-vorosvar.hu,1 367 1854,,,,
Fruitful Alföld Kft.,1773590,1775645,True,True,True,10102842-50110400-01005001,1006344,False,False,1775646,1019477,2022-11-08T10:26:03,1019477,2025-04-01T13:26:43.10443,36374404,0,Fruitful Alföld Kft.,Fruitful Alföld Kft.,1000316,0,25048166-2-04,04-09-014358,AA3397495,False,True,False,False,1005833.0,False,1389197,2022-02-15T15:07:04.769551,False,[],Cég,1773590,1019477,2022-11-08T10:02:54,1019477,2025-03-14T15:11:19.063077,35721263,0,S03728,1003297,Hunyadi,1005743,41,,,,,,0,5667,Magyarbánhegyes,1001210,1003297,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1004095,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"5667 Magyarbánhegyes, Hunyadi utca 41",1775645,1019477,2022-11-08T10:26:03,33451995,,,,,,,,,,
Aqua Vital Interker Kft,1775630,1775858,True,True,True,10400528-50526677-82711007,1005595,False,False,1775859,1019477,2022-11-08T10:56:35,1019477,2025-04-01T13:26:32.551791,36374353,0,Aqua Vital Interker Kft,Aqua Vital Interker Kft,1000317,0,23902219-2-10,10-09-033006,AA2704171,False,True,False,False,1005833.0,False,1033601,2021-08-31T06:20:26.803349,False,[],Cég,1775630,1019477,2022-11-08T10:24:27,1019477,2025-03-14T15:11:19.333838,35721266,0,,1002183,Kossuth,1005743,16,2,,,,,0,3200,Gyöngyös,1001210,1002183,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002981,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"3200 Gyöngyös, Kossuth utca 16 2",1775858,1019477,2022-11-08T10:56:35,33451996,,,,,,,,,,
Lindt & Sprüngli (CEE) s.r.o.,1776267,1776802,True,True,True,13700016-07833007-00000000,1001756,False,False,1776803,1019477,2022-11-08T14:07:18,1019477,2024-06-12T07:00:23.96196,35812214,0,Lindt & Sprüngli (CEE) s.r.o.,Lindt & Sprüngli (CEE) s.r.o.,1000318,0,26265113-2-41,01-17-001148,AA6312248,False,True,False,False,1005833.0,False,1389658,2022-08-24T12:03:44.771197,False,[],Cég,1776267,1019477,2022-11-08T13:36:50,1019477,2025-03-18T08:39:33.155506,35812213,0,S100028,1001538,Váci,1005741,99-105.,BALANCE HALL,,IV,,,0,1139,Budapest,1001210,1001538,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002336,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"1139 Budapest, Váci út 99-105. BALANCE HALL IV",1776802,1019477,2022-11-08T14:07:18,33451997,,,,,,,,,,
Absolut Pyro Kft.,1776767,1778045,True,True,True,14100000-31976249-01000006,1001805,False,False,1778046,1019477,2022-11-08T14:36:39,1019477,2024-06-12T07:00:24.041323,35811468,0,Absolut Pyro Kft.,Absolut Pyro Kft.,1000319,0,13476100-2-13,13-09-147618,,False,True,False,False,1005833.0,False,1388018,2022-01-05T15:25:38.338397,False,[],Cég,1776767,1019477,2022-11-08T14:05:47,1019477,2025-03-18T08:37:32.945046,35811467,0,S06878,1001686,Bagoly,1005743,5,,,,,,0,2120,Dunakeszi,1001210,1001686,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002484,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2120 Dunakeszi, Bagoly utca 5",1778045,1019477,2022-11-08T14:36:39,33451998,,,,,,,,,,
Lakatos Mihály,1799333,1586578,True,True,True,,,False,False,1799334,1020148,2022-11-10T14:20:28,1020148,2022-11-10T14:20:28,2247908,0,Lakatos Mihály,Lakatos Mih,1000320,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1799333,1020148,2022-11-10T14:19:40,1020148,2022-11-10T14:19:40,2247906,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Németh Ferenc,1799615,1586578,True,True,True,,,False,False,1799616,1020148,2022-11-10T14:45:45,1020148,2022-11-10T14:45:45,2249051,0,Németh Ferenc,Németh Ferenc,1000321,2,,,,True,False,False,False,1005833.0,False,,,False,[],Magánszemély,1799615,1020148,2022-11-10T14:45:07,1020148,2022-11-10T14:45:07,2249049,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Terebesi Roland,1799617,1586578,True,True,True,,,False,False,1799618,1020148,2022-11-10T14:47:47,1020148,2022-11-10T14:47:47,2249056,0,Terebesi Roland,Terebesi,1000322,2,,,,True,False,False,False,,False,,,False,[],Magánszemély,1799617,1020148,2022-11-10T14:47:11,1020148,2022-11-10T14:47:11,2249055,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Nádudvari Viktória,1799777,1586578,True,True,True,,,False,False,1799803,1020148,2022-11-10T15:05:11,1020148,2022-11-10T15:05:11,2249385,0,Nádudvari Viktória,Nádudvari,1000323,2,,,,True,False,False,False,,False,,,False,[],Magánszemély,1799777,1020148,2022-11-10T15:04:31,1020148,2022-11-10T15:04:31,2249342,0,,1003619,Arany,1005730,1,,,,,,0,7011,Alap,1001210,1003619,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004417,0,tanya,999,1005730,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006528,0,"7011 Alap, Arany tanya 1",1586578,1020148,2022-10-14T10:07:18,33451987,,,,,,,,,,
Konszeg Kft,1826870,1826871,True,False,False,,,False,False,1826872,1020148,2022-11-14T10:58:55,1020148,2023-03-07T07:18:21,6233098,0,Konszeg Kft,Konszeg,1000324,0,11408086-2-08,,AA0140612,False,True,False,False,1005833.0,False,,,False,[],Cég,1826870,1020148,2022-11-14T10:53:57,1020148,2022-11-14T10:53:57,2302230,0,,1004267,Vásárhelyi,1005741,1,,,,,,0,8001,Székesfehérvár,1001210,1004267,0,2022-09-13T14:59:35,0,2022-09-13T14:59:35,1005065,0,út,2,1005741,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006539,0,"8001 Székesfehérvár, Vásárhelyi út 1",1826871,1020148,2022-11-14T10:58:55,33451999,,,,,,,,,,
Lázár Sándor,1476694,1836931,True,False,False,,,False,False,1836932,1020148,2022-11-15T10:06:26,1020148,2022-11-15T10:06:26,2331874,0,Lázár Sándor e.v.,Lázár,1000223,0,46040376-2-27,,,False,True,False,False,1005833.0,False,,,False,[],Cég,1476694,1020148,2022-09-29T11:36:20,1020148,2022-09-29T11:36:20,1566402,0,,1001811,Bem,1005743,6,,,,,,0,2424,Előszállás,1001210,1001811,0,2022-09-13T14:59:31,0,2022-09-13T14:59:31,1002609,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"2424 Előszállás, Bem utca 6",1836931,1020148,2022-11-15T10:06:26,33452000,,,,,,,,,,2430479
Szilágyi Béla,1904471,1904475,True,True,True,,,False,False,1904476,1020148,2022-11-24T14:30:20,1020148,2022-11-24T14:30:20,2487235,0,Szilágyi Béla e.v.,Szilágyi Béla,1000325,0,46191032-2-27,,,False,True,False,False,1005833.0,False,,,False,[],Cég,1904471,1020148,2022-11-24T14:29:27,1020148,2022-11-24T14:29:27,2487228,0,,1003615,Ady Endre,1005743,127,,,,,,0,7000,Sárbogárd,1001210,1003615,0,2022-09-13T14:59:34,0,2022-09-13T14:59:34,1004413,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"7000 Sárbogárd, Ady Endre utca 127",1904475,1020148,2022-11-24T14:30:20,33452001,,,,,,,,,,3280715
Planet Line Hungary Kft.,1952753,1953056,True,True,True,10104459-04359300-01005004,1007319,False,False,1953057,1019477,2022-12-01T14:07:03,1019477,2025-04-01T13:26:32.84944,36374354,0,Planet Line Hungary Kft.,Planet Line Hungary Kft.,1000326,0,24073842-2-42,15-09-083709,AA5778175,False,True,False,False,1005833.0,False,1034607,2023-02-14T07:15:21.699585,False,[],Cég,1952753,1019477,2022-12-01T13:35:40,1019477,2025-03-14T15:11:20.081544,35721422,0,S05968,1002917,Kiss Ernő,1005743,5-7,,,,,,0,4400,Nyíregyháza,1001210,1002917,0,2022-09-13T14:59:33,0,2022-09-13T14:59:33,1003715,0,utca,1,1005743,0,2022-09-13T14:59:38,0,2022-09-13T14:59:38,1006541,0,"4400 Nyíregyháza, Kiss Ernő utca 5-7",1953056,1019477,2022-12-01T14:07:03,33452002,,,,,,,,,,
